"Title","Abstract","Keywords","Authors","Journal","DOI","URL"
"A29","Business intelligence and analytics for value creation: The role of absorptive capacity","Firms continuously report increased competitive value gains from the use of business intelligence and analytics (BI&A), however, little is known about how insights from BI&A are transformed to added value to date. We have conducted fourteen in-depth, semi-structured interviews with a sample of informants in CEO positions, IT managers, CIO, Heads of R&D, as well as Market Managers from nine medium or large-sized European firms. Applying the absorptive capacity’s theoretical lens, we have provided evidence that absorptive capacity’s capabilities are an underlying foundation in the process of transforming BI&A triggered insights into valuable knowledge. Moreover, this process is supported by technological, human, and relationship assets.","Business intelligence and analytics,Value,Insights,Absorptive capacity,Assets","KaterinaBožic,VladoDimovski","International Journal of Information Management","https://doi.org/10.1016/j.ijinfomgt.2018.11.020","https://www.sciencedirect.com/science/article/pii/S0268401218301701"
"A30","Parametric sizing optimization process of a casing for a Savonius Vertical Axis Wind Turbine","The aim of this work is to improve the performance of a Savonius Vertical Axis Wind Turbine (VAWT) by sizing a suitable rotor guide plates configuration, or what is called a turbine’s casing, using Computational Fluid Dynamics (CFD) technique. Starting from a proposed baseline casing design, a 2-D parametric optimization process was followed, where several design parameters pertaining to the casing’s geometry were assigned and optimized. Owing to the limitations of the 2-D numerical simulations, the optimized casing dimensions were extracted and used to carry out 3-D numerical investigations. The turbine with the optimized casing readily performed better than the caseless one, especially at lower Tip Speed Ratios (TSR). In addition, the obtained results showed that there exist no universal optimal values for the casing dimensions that maintain peak turbine performance at all TSRs. Thus, a clear trend relating all the optimized casing dimensions to the TSR was established.","Savonius wind turbine,Parametric optimization,CFD,Savonius casing","E.Antar,M.Elkhoury","Renewable Energy","https://doi.org/10.1016/j.renene.2018.12.092","https://www.sciencedirect.com/science/article/pii/S0960148118315398"
"A31","Astrocyte identity: evolutionary perspectives on astrocyte functions and heterogeneity","","","YongjieYang12,RobJackson12","Current Opinion in Neurobiology","https://doi.org/10.1016/j.conb.2018.11.006","https://www.sciencedirect.com/science/article/pii/S0959438818301971"
"A32","Layer-specific expression of extracellular matrix molecules in the mouse somatosensory and piriform cortices","In the developing central nervous system (CNS), extracellular matrix (ECM) molecules have regulating roles such as in brain development, neural-circuit maturation, and synaptic-function control. However, excluding the perineuronal net (PNN) area, the distribution, constituent elements, and expression level of granular ECM molecules (diffuse ECM) present in the mature CNS remain unclear. Diffuse ECM molecules in the CNS share the components of PNNs and are likely functional. As cortical functions are greatly region-dependent, we hypothesized that ECM molecules would differ in distribution, expression level, and components in a region- and layer-dependent manner. We examined the layer-specific expression of several chondroitin sulfate proteoglycans (aggrecan, neurocan, and brevican), tenascin-R, Wisteria floribunda agglutinin (WFA)-positive molecules, hyaluronic acid, and link protein in the somatosensory and piriform cortices of mature mice. Furthermore, we investigated expression changes in WFA-positive molecules due to aging. In the somatosensory cortex, PNN density was particularly high at layer 4 (L4), but not all diffuse ECM molecules were highly expressed at L4 compared to the other layers. There was almost no change in tenascin-R and hyaluronic acid in any somatosensory-cortex layer. Neurocan showed high expression in L1 of the somatosensory cortex. In the piriform cortex, many ECM molecules showed higher expression in L1 than in the other layers. However, hyaluronic acid showed high expression in deep layers. Here, we clarified that ECM molecules differ in constituent elements and expression in a region- and layer-dependent manner. Region-specific expression of ECM molecules is possibly related to functions such as region-specific plasticity and vulnerability.","a.u.arbitrary units,ChABCchondroitinase ABC,CNScentral nervous system,CSPGchondroitin sulfate proteoglycans,ECMextracellular cellular matrix,HABPhyaluronic acid binding protein,HAhyaluronic acid,Hapln1hyaluronan and proteoglycan link protein 1,PNNperineuronal ntes,WFAWisteria floribunda agglutinin,Keywords,Extracellular matrix,Perineuronal nets,Piriform cortex,Proteoglycans,Somatosensory cortex,Wisteria floribunda","HiroshiUenoa,ShunsukeSuemitsub,ShinjiMurakamib,NaoyaKitamurab,KentaWanib,YosukeMatsumotoc,MotoiOkamotod,TakeshiIshiharab","IBRO Reports","https://doi.org/10.1016/j.ibror.2018.11.006","https://www.sciencedirect.com/science/article/pii/S2451830118300773"
"A33","A transformation-free <U+03C8>-v formulation of the Navier–Stokes equations on compact nonuniform grids","In this work, we have developed a second order accurate compact finite difference scheme for the biharmonic form of the steady-state Navier–Stokes (N–S) equations on nonuniform Cartesian grids without transformation. Contrary to the schemes developed on rectangular Cartesian grids for N–S equations that could handle only rectangular boundaries, the proposed scheme can easily accommodate bluff bodies with curved boundary. The scheme is applied to one problem having analytical solution and three fluid flow problems having different complexities. While one of them, viz., the lid-driven cavity depict internal flows, the flow past a circular cylinder and a flat plate immersed in uniform flow represents external flows. The scheme is shown to handle both Dirichlet and Neumann boundary conditions with equal ease. The efficiency of the scheme is demonstrated not only by its ability to capture smaller scales up to post quaternary level of vortices for the flow in lid-driven cavity, but also its robustness in handling non-rectangular boundaries of immersed bodies. While the scheme has handled the boundary of an immersed body not necessarily aligned to the grid lines for one of the problems, for another, it has tackled a curved boundary on Cartesian grid without the need of roping in any immersed interface in the process. Its efficiency is further asserted by the proximity of the computed solutions to available experimental results.","<U+03C8>-v formulation,Navier–Stokes,Curved boundary,Post-quaternary vortex,Inclined flat plate,Circular cylinder","PankajKumara,Jiten C.Kalitab","Journal of Computational and Applied Mathematics","https://doi.org/10.1016/j.cam.2018.12.035","https://www.sciencedirect.com/science/article/pii/S0377042718307660"
"A34","Gelation and microstructural properties of protein hydrolysates from trypsin-treated male gonad of scallop (Patinopecten yessoensis) modified by <U+03BA>-Carrageenan/K+","This article reported the gelation and microstructural properties of scallop male gonads hydrolysates (SMGHs) in the presence of <U+03BA>-Carrageenan (<U+03BA>-C) and treated or untreated with potassium chloride (KCl). The presence of <U+03BA>-C significantly increased the elastic moduli (10.3–449.5<U+202F>Pa) and melting temperature (32.7–46.7<U+202F>°C) of SMGHs. The decrease in the relaxation time (T21, T23) signified the strong binding between SMGHs and <U+03BA>-C. The blue shift in the amide I and II peals coupled with a new band of 1159<U+202F>cm-1 in SMGHs/<U+03BA>-C further demonstrated the electrostatic interactions between SMGHs and <U+03BA>-C. <U+03BA>-C rose the percentage of ß-sheets from 28.10% to 35.93% but at the expense of a-helix and ß-turn fractions and highly ebbed the intrinsic fluorescence of SMGHs. Such scenarios resulted in a more compact network formation and flocculation of <U+03BA>-C chains. The salt-treatment to <U+03BA>-C promoted helical formation, however, presence of SMGHs created larger interstitial spaces in the <U+03BA>-C network due to aggregates of SMGHs and decreased the overall gel strength. The outcome promises novel opportunities in the design and development of functional hydrogels based on protein and polysaccharide complexes for food, pharmaceutical and biomedical applications.","Scallop,Male gonad hydrolysates,<U+03BA>-Carrageenan,Potassium chloride,Gelation,Abbreviations,SMGHsscallop male gonad hydrolysates,<U+03BA>-C<U+03BA>-Carrageenan,LF-NMRlow-field NMR,FTIRfourier transform infrared spectroscopy,CDcircular dichroism,cryo-SEMcryo-scanning electron microscopy,CLSMconfocal laser scanning microscopy,SMGsscallop male gonads,FITCfluorescein isothiocyanate,RITCrhodamine B isothiocyanate,LVRlinear viscoelastic region,T2transverse spin-spin","Jia-NanYana,Wen-HuiShanga,JunZhaob,Jia-RunHana,Wen-GangJinc,Hai-TaoWangab,Yi-NanDua,Hai-TaoWuab,SrinivasJanaswamyd,Youling L.Xionge,Bei-WeiZhuab","Food Hydrocolloids","https://doi.org/10.1016/j.foodhyd.2019.01.024","https://www.sciencedirect.com/science/article/pii/S0268005X18314966"
"A35","VR-PROUD: Vehicle Re-identification using PROgressive Unsupervised Deep architecture","Vehicle re-identification (Re-ID) is one of the primary components of an automated visual surveillance system. It aims to automatically identify/search vehicles in a multi-camera network usually having non-overlapping field-of-views. Majority of the approaches dealing with the re-ID problem tackle it in a supervised manner which have certain limitations that pose challenges of generalization e.g., large amount of annotated data is required for training and is often limited to the dynamic growth of the data. Unsupervised learning techniques can potentially cope with such issues by drawing inference directly from the unlabeled input data and have been effectively employed in the context of person re-ID. To this end, this paper presents an approach that essentially formulates the whole vehicle re-ID problem into an unsupervised learning paradigm using a progressive two step cascaded framework. It combines a CNN architecture for feature extraction and an unsupervised technique to enable self-paced progressive learning. It also incorporates the contextual information into the proposed progressive framework that significantly improves the convergence of the learned algorithm. Moreover, the approach is generic and has been the first attempt to tackle the vehicle re-ID problem in an unsupervised manner. The performance of the proposed algorithm has been thoroughly analyzed over two large publically available benchmark datasets VeRi and VehicleID for vehicle re-ID using image-to-image and cross-camera search strategies and achieved better performance in comparison to current state-of-the-art approaches using standard evaluation metrics.","Vehicle re-id,Deep learning,Unsupervised,Clustering,Visual surveillance,Progressive learning,Self pace","R.M.S.Bashira,M.Shahzadab,M.M.Frazabcd","Pattern Recognition","https://doi.org/10.1016/j.patcog.2019.01.008","https://www.sciencedirect.com/science/article/pii/S0031320319300147"
"A36","Optimization of the protein extraction method of goat meat using factorial design and response surface methodology","Protein extraction from goat meat was carried out based on the combination of response surface methodology and factorial design to optimize the variables: temperature (25–50<U+202F>°C), extraction time (8–20<U+202F>min), volume (3–10<U+202F>mL) and extractor concentration (0.05–0.1<U+202F>mol<U+202F>L-1). The proposed model did not present a lack of fit, explaining 96% of the total data variance (R2<U+202F>=<U+202F>0.96). The optimum extraction conditions were: 0.05<U+202F>mol<U+202F>L-1 for extractor concentration, extraction time of 10<U+202F>min, temperature of 44<U+202F>°C and extractor volume of 3.5<U+202F>mL. The protein content (19.3<U+202F>g/100<U+202F>g) obtained by the optimized method was higher than some results reported in the literature. HPLC-SEC-DAD analysis revealed that the extraction conditions used did not significantly modify the protein structure. The proposed method proves to be simple, fast, robust, cheap and adequate for native protein extraction, being a potential approach for proteomic research focusing in goat meat.","Goat’s meat,Proteins extraction,Factorial design,Response surface methodology,HPLC-SEC-DAD","Tiago Linus SilvaCoelhoa,Francislene Machado SilvaBragab,Naise Mary CaldasSilvaa,ClecioDantasc,Cícero AlvesLopes Júniorab,Samuel Anderson Alvesde Sousaab,Edivan CarvalhoVieiraa","Food Chemistry","https://doi.org/10.1016/j.foodchem.2018.12.055","https://www.sciencedirect.com/science/article/pii/S0308814618321599"
"A37","Recent advances in the theory and practice of Logical Analysis of Data","Logical Analysis of Data (LAD) is a data analysis methodology introduced by Peter L. Hammer in 1986. LAD distinguishes itself from other classification and machine learning methods by the fact that it analyzes a significant subset of combinations of variables to describe the positive or negative nature of an observation and uses combinatorial techniques to extract models defined in terms of patterns. In recent years, the methodology has tremendously advanced through numerous theoretical developments and practical applications. In the present paper, we review the methodology and its recent advances, describe novel applications in engineering, finance, health care, and algorithmic techniques for some stochastic optimization problems, and provide a comparative description of LAD with well-known classification methods.","Logical analysis of data,Boolean mathematics,Pattern,Data mining,Combinatorial optimization","MiguelLejeunea,VadimLozinb,IrinaLozinab,AhmedRagabcd,SoumayaYacoutc","European Journal of Operational Research","https://doi.org/10.1016/j.ejor.2018.06.011","https://www.sciencedirect.com/science/article/pii/S0377221718305344"
"A38","Excitation-emission fluorescence-kinetic third-order/four-way data: Determination of bisphenol A and nonylphenol in food-contact plastics","The endocrine disrupting chemicals bisphenol A (BPA) and 4-nonylphenol (NP) were simultaneously quantified through third-order/four-way calibration. Excitation-emission fluorescence matrix-kinetic (EEFM-K) third-order data were generated by measuring the EEFMs of these priority xenoestrogens as a function of reaction time during their Fenton degradation. Third-order/four-way calibration notably improves the sensitivity of the method and provides the required selectivity for quantifying analytes with critically overlapped fluorescence signals. In fact, collinearity between BPA and NP emission spectra prevented their quantification using EEFM second-order data and three-way PARAFAC (parallel factor analysis); however, the addition of a third instrumental mode allowed the correct chemometric modeling with four-way PARAFAC. In this way, the compliance of Kruskal's theorem extended to higher-order data was verified. The method was applied for the determination of the analytes in samples of different plastic materials, which are in contact with food and/or beverages. In these cases, where unmodelled constituents are present, good results for BPA were achieved with four-way PARAFAC, but the predictions for NP using this model were deficient. A better predictive capability for NP in real samples was achieved when either U-PLS/RTL (unfolded partial least-squares combined with residual trilinearization) or MCR-ALS (multivariate curve resolution with alternating least-squares) was applied for data processing, demonstrating the power of these latter models for the resolution of more complex systems.","Multi-way calibration,Excitation-emission fluorescence matrix-kinetic data,Bisphenol A,4-Nonylphenol","Maira D.Carabajal,Juan A.Arancibia,Graciela M.Escandar","Talanta","https://doi.org/10.1016/j.talanta.2019.01.045","https://www.sciencedirect.com/science/article/pii/S0039914019300451"
"A39","Deep understanding in industrial processes by complementing human expertise with interpretable patterns of machine learning","Experts in industrial processes rely on domain knowledge (DK) repositories to identify the causes of abnormal situations in order to make appropriate decisions that mitigate the negative effects of such events. These DK repositories need to be enriched and updated continuously as different unexpected events occur. A common causality analysis method in DK repositories is the fault tree analysis (FTA). The major limitation of updating a fault tree is that it requires in-depth system knowledge, which involves a high level of human experience. Data exploitation based on machine learning (ML) can address this limitation by deeply analyzing process historical data to discover hidden phenomena that are difficult for human experts to identify and to analyze. This paper proposes an innovative methodology that combines domain knowledge, in the form of FTA, with additional knowledge extracted by a descriptive ML method called logical analysis of data (LAD). More specifically, LAD is a classification method, which provides as a by-product a set of interpretable rules (patterns) explaining the classification results. The patterns extracted from historical data represent an important and complementary source of knowledge that provides experts with insights and allows them to better understand the process operations. The objective of using these patterns in the proposed methodology is to provide automatic enrichment and updating of existing fault trees in order to achieve accurate fault detection and diagnosis (FDD) in industrial processes. The proposed methodology is demonstrated using fault trees constructed for two different systems in the process industry. The fault tree for each system was updated successfully with minimal effort from process experts.","Fault detection and diagnosis (FDD),Logical analysis of data (LAD),Fault tree analysis (FTA),Machine learning and pattern recognition,Causality analysis","AhmedRagababc,MohamedEl Koujokb,HakimGhezzazb,MouloudAmazouzb,Mohamed-SalahOualia,SoumayaYacouta","Expert Systems with Applications","https://doi.org/10.1016/j.eswa.2019.01.011","https://www.sciencedirect.com/science/article/pii/S0957417419300107"
"A40","Design of a noise reduction passive control system based on viscoelastic multilayered plate using PDSO","The sound transmission and insulation of aeronautical panels represents one of the major problem of the aircraft comfort. In the present work, a plate finite element with advanced higher-order kinematic field is proposed for the analysis of noise reduction passive control system in laminated structures. A novel Decline Population Swarm Optimization (PDSO) procedure is introduced and used to select the optimal parameters for the sound control. The present sound insulation passive control is based on Finite Elements obtained by applying the Principle of Virtual Displacements, taking into account the frequency dependence of the viscoelastic material, making use of higher-order Layer-Wise theories, and employing the Mixed Interpolated Tensorial Components (MITC) method to contrast the shear locking effect. The PDSO procedure is based on a decline demographic model and is characterized by high global search capabilities with reduced computational costs. The acoustic insulation of the panels is evaluated by computing its sound transmission factor using Rayleigh integral method. Several numerical investigations are carried out to validate and demonstrate the accuracy and efficiency of the acoustic optimization procedure for the design of viscoelastic plates.","Plate elements,PDSO,Noise reduction,Viscoelastic","S.Valvano,C.Orlando,A.Alaimo","Mechanical Systems and Signal Processing","https://doi.org/10.1016/j.ymssp.2019.01.011","https://www.sciencedirect.com/science/article/pii/S0888327019300111"
"A41","Iron-based photocatalytic and photoelectrocatalytic nano-structures: Facts, perspectives, and expectations","The increasing demand for clean renewable energy needed for sustainable industrial progress and population growth is the driving force for the scientific community to achieve a continuous development in the field of photocatalysis and photoelectrochemistry. Nanostructures and nanomaterials have contributed significantly to the field of renewable energy due to their new physicochemical properties. Iron-based nanostructures have considerable advantages like small band gaps, allowing to harvest photons in the visible region of the solar spectrum, abundance, and important physical properties like magnetism and ferroelectricity. But they also have many shortcomings and drawbacks related to stability in the different photocatalytic media, low surface area, conductivity, and fast charge carrier recombination. In this review, the focus is placed on important members of the iron-based photocatalyst family such as, hematite, iron oxy-hydroxide, iron-based perovskites, and spinel ferrites. Also, iron doped titanium dioxide as visible light photocatalysts is covered. Various strategies employed for enhancing the photocatalytic and photoelectrocatalytic performance are discussed. Doping, oxygen vacancies, induced defects and formation of solid solutions seem to be a working strategy to address some of the challenges in photocatalysis and photoelectrocatalysis. Finally, photocatalytic and photoelectrocatalytic applications employing iron-based semiconductors are presented.","Photocatalysis,Photoelectrocatalysis,Iron-based,Nanostructures,Perovskites,Ferrites","YamenAlSalkaab,Luis I.Granoneab,WegdanRamadanabc,AmerHakkid,RalfDillertab,Detlef W.Bahnemannabe","Applied Catalysis B: Environmental","https://doi.org/10.1016/j.apcatb.2018.12.014","https://www.sciencedirect.com/science/article/pii/S0926337318311676"
"A42","Encoding decisions and expertise in the operator's eyes: Using eye-tracking as input for system adaptation","We investigated the possibility of developing a decision support system (DSS) that integrates eye-fixation measurements to better adapt its suggestions. Indeed, eye fixation give insight into human decision-making: Individuals tend to pay more attention to key information in line with their upcoming selection. Thus, eye-fixation measures can help the DSS to better capture the context that determines user decisions. Twenty-two participants performed a simplified Air Traffic Control (ATC) simulation in which they had to decide to accept or to modify route suggestions according to specific parameter values displayed on the screen. Decisions and fixation times on each parameter were recorded. The user fixation times were used by an algorithm to estimate the utility of each parameter for its decision. Immediately after this training phase, the algorithm generated new route suggestions under two conditions: 1) Taking into account the participant's decisions, 2) Taking into account the participant's decisions plus their visual behavior using the measurements of dwell times on displayed parameters. Results showed that system suggestions were more accurate than the base system when taking into account the participant's decisions, and even more accurate using their dwell times. Capturing the crucial information for the decision using the eye tracker accelerated the DSS learning phase, and thus helped to further enhance the accuracy of consecutive suggestions. Moreover, exploratory eye-tracking analysis reflected two different stages of the decision-making process, with longer dwell times on relevant parameters (i.e. involved in a rule) during the entire decision time course, and frequency of fixations on these relevant parameters that increased, especially during the last fixations prior to the decision. Consequently, future DSS integrating eye-tracking data should pay specific care to the final fixations prior to the decision. In general, our results emphasize the potential interest of eye-tracking to enhance and accelerate system adaptation to user preference, knowledge, and expertise.","Eye-tracking,Human factors,Decision-making,Air Traffic Control,Adaptive system,Machine learning,Case-Based Reasoning","MickaëlCaussea,FrançoisLancelotab,JordanMaillanta,JuliaBehrendc,MathieuCousyd,NicolasSchneiderb","International Journal of Human-Computer Studies","https://doi.org/10.1016/j.ijhcs.2018.12.010","https://www.sciencedirect.com/science/article/pii/S1071581918306888"
"A43","A new methodology for automated Petri Net generation: Method application","","Risk and reliability,Automatic Petri Net generation,UML Activity Diagram,Model transformation,MySQL database","ChristinaLatsou,Sarah J.Dunnett,Lisa M.Jackson","Reliability Engineering & System Safety","https://doi.org/10.1016/j.ress.2018.12.017","https://www.sciencedirect.com/science/article/pii/S0951832017312073"
"A44","Innovative screening approach for the identification of triacylglycerol accumulating oleaginous strains","Currently, triacylglycerides (TAG) accumulation in the form of lipid droplets (LDs) in oleaginous microorganisms is of immense importance due to their ability to get transesterified into value-added products in the form of biodiesel. Hence, in order to search for oleaginous microorganisms having high lipid content among a wide range of samples from different niches, there is a compulsive need to develop simple, reliable and rapid methods for screening of TAG accumulating strains. Conventional methods require multistep processes for the isolation, cultivation, extraction and estimation of lipids to identify oleagenic strains. To overcome these challenges, we are proposing an easy, live cell imaging technique for the estimation of lipids via visualization of TAG accumulation in probable strains at the single cell level that gives real-time monitoring of intracellular lipid accumulation in yeasts. In this screening technique, only 100<U+202F>µl of specific neutral lipid accumulating medium was used to grow the isolated culture in the microtiter plate. The harvested cells were stained with LipidTOX™ Green and visualized by a LED based digital inverted fluorescence microscope. Among 446 yeast colonies screened, maximum lipid producing yeast strains Rhodosporidium kratochvilovae HIMPA1 and Rhodotorula minuta, having supersized lipid body of 5.05<U+202F>±<U+202F>0.87<U+202F>µm and 4.46<U+202F>±<U+202F>0.61<U+202F>µm, respectively, were identified as potential candidates for biodiesel production. To the best of our knowledge, this is the first report of using LipidTOX™ Green for the staining of lipid droplets present in yeast cells as per the literature.","Oleaginous microorganisms,Live fluorescence microscopy,Triacylglycerides (TAG),Lipid droplets (LDs),LipidTOX™ green,Biodiesel","AlokPatelab,VikasPruthiac,Parul A.Pruthia","Renewable Energy","https://doi.org/10.1016/j.renene.2018.12.078","https://www.sciencedirect.com/science/article/pii/S0960148118315258"
"A45","Adaptive event-triggered anomaly detection in compressed vibration data","Anomaly detection is a crucial task in Prognostics and Condition Monitoring (PCM) of machinery. In modern remote PCM systems, data compression techniques are regularly used to reduce the need for bandwidth and storage. In these systems the challenge arises of how the compressed (distorted) vibration data affects the condition monitoring algorithms. This paper introduces a novel algorithm that can adaptively establish normal bounds of operation from continuous noisy vibration profiles working with compressed vibration data. The proposed technique is based on four modules, including feature extraction, feature fusion, extreme value vibration modeling and adaptive thresholding for anomaly detection. The proposed method has been validated with experiments using three time-series datasets. The experimental results indicate that the proposed algorithm is able to perform detection of malfunctions in rotating machines effectively without faulty reference data. Moreover, the proposed method is able to produce accurate early warning and alarm indications from both the raw and compressed (distorted) datasets with equal veracity.","Machine faulty detection,Health status modeling,Adaptive learning,Signal compression","YangZhangab,PaulHutchinsonc,Nicholas A.J.Lievena,JoseNunez-Yanezb","Mechanical Systems and Signal Processing","https://doi.org/10.1016/j.ymssp.2018.12.039","https://www.sciencedirect.com/science/article/pii/S0888327018308161"
"A46","Assessment of the properties of chitin deacetylases showing different enzymatic action patterns","Chitin deacetylases are a group of enzymes catalysing the conversion of chitin to chitosan. Obtaining chitosan with established deacetylation degree and pattern is important for biomedical and biotechnological applications. Understandings of the structural properties of chitin deacetylases and the specificity of their interactions with chitin may conduct to the control of the pattern of deacetylation of chitosan. Our study is focused on the characterization and comparison of the structural and physicochemical properties of chitin deacetylases from fungi and marine bacteria. Despite the low sequences identity for the investigated chitin deacetylases, there are amino acids belonging to their active sites that are strongly conserved. Moreover, they reveal an increased structural similarity of their catalytic domains, reflecting the common biological function of these enzymes. The studied enzymes present dissimilar local physicochemical properties of their catalytic cavities that could be responsible of their distinct deacetylation patterns. Molecular docking studies reflect that deacetylation efficiency is also distinct for the chitin and partially deacetylated chitin oligomers and that N-acetylglucosamine units and some partially deacetylated chitin oligomers could have inhibitory effect against chitin deacetylases belonging to fungi and marine bacteria.","Chitin deacetylases,Deacetylation pattern,Structure comparison,Physiochemical properties,Molecular docking,Catalytic cavities","Diana LarisaRomana,MarinRomana,HavardSlettab,VasileOstafea,AdrianaIsvorana","Journal of Molecular Graphics and Modelling","https://doi.org/10.1016/j.jmgm.2019.01.002","https://www.sciencedirect.com/science/article/pii/S1093326318307988"
"A47","Risk analysis for consumer-level utility gas and liquefied petroleum gas incidents using probabilistic network modeling: A case study of gas incidents in Japan","Utility gas and liquefied petroleum gas (LPG) are commonly used in Japan for their convenience as fuels for household and commercial needs. Although several efforts have been made to promote the safe use of gas, more gas accidents occur at the consumer level than in gas production facilities or in the supply chain. Incident investigations can acquire facts about the causes and effects of these accidents. In this paper, we propose a probabilistic network modeling approach in which the inherent characteristics of risk factors for consumer-level gas incidents are considered. In the approach, cause–effect chains are formulated for gas incidents, and network diagrams with probabilistic estimations are constructed to indicate the structure behind the occurrence of such incidents. The investigation shows that most gas incidents are caused by more than one risk factor, and one risk factor tends to cascade into others. These risk factors can be clustered according to their nature and can also be classified as originating causes or intermediate risk factors by analyzing their interdependencies in network diagrams. By identifying significant intermediate effects together with their causes, these risk factors can be reduced, which may reduce the occurrence of serious gas incidents at the consumer level.","Safety analysis,Incident investigation,Complex network theory,Gas incidents,Case study in Japan","C.Y.LAMa,A.M.CRUZb","Reliability Engineering & System Safety","https://doi.org/10.1016/j.ress.2018.12.008","https://www.sciencedirect.com/science/article/pii/S0951832018307026"
"A48","Coupling privileged kernel method for multi-view learning","Multi-view learning concentrates on fully using the data collected from diverse domains or obtained from various feature extractors to learn effectively. The consensus and complementarity principles provide significant guidance in multi-view modeling. Many support vector machine (SVM)-based multi-view learning models have been proposed, which mainly follow the consensus principle through exploiting the label correlation with regularization terms. In this paper, we propose a simple yet effective coupling privileged kernel method for multi-view learning, termed as MCPK. The coupling term included in the primal objective allows the combination of the errors from all views to be minimized, which guarantees the consensus principle. Similar to our previous work PSVM-2V, MCPK realizes the complementarity principle by applying the learning using privileged information (LUPI) paradigm. The proposed model not only fully integrates the information from all views in the learning process, but also maintains the characteristic of different views to some extent. We employ the standard quadratic programming solver to solve MCPK. Further more, we theoretically analyze the performance of MCPK from the viewpoints of the generalization capability and the PSVM-2V and SVM-2K models. Experimental results demonstrate that MCPK compares more favorably than other state-of-the-art multi-view algorithms in terms of classification accuracy and efficiency.","Multi-view learning,Coupling term,Privileged information,Support vector machine,Consensus and complementarity principles","JingjingTanga,YingjieTianbcd,DalianLiue,GangKoua","Information Sciences","https://doi.org/10.1016/j.ins.2018.12.058","https://www.sciencedirect.com/science/article/pii/S0020025518310090"
"A49","Flow-based network traffic generation using Generative Adversarial Networks","Flow-based data sets are necessary for evaluating network-based intrusion detection systems (NIDS). In this work, we propose a novel methodology for generating realistic flow-based network traffic. Our approach is based on Generative Adversarial Networks (GANs) which achieve good results for image generation. A major challenge lies in the fact that GANs can only process continuous attributes. However, flow-based data inevitably contain categorical attributes such as IP addresses or port numbers. Therefore, we propose three different preprocessing approaches for flow-based data in order to transform them into continuous values. Further, we present a new method for evaluating the generated flow-based network traffic which uses domain knowledge to define quality tests. We use the three approaches for generating flow-based network traffic based on the CIDDS-001 data set. Experiments indicate that two of the three approaches are able to generate high quality data.","GANs,TTUR WGAN-GP,NetFlow,Generation,IDS","MarkusRinga,DanielSchlörb,DieterLandesa,AndreasHothob","Computers & Security","https://doi.org/10.1016/j.cose.2018.12.012","https://www.sciencedirect.com/science/article/pii/S0167404818308393"
"A50","Neutrosophic rule-based prediction system for toxicity effects assessment of biotransformed hepatic drugs","Measuring toxicity is an important step in drug development. However, the current experimental methods which are used to estimate the drug toxicity are expensive and need high computational efforts. Therefore, these methods are not suitable for large-scale evaluation of drug toxicity. As a consequence, there is a high demand to implement computational models that can predict drug toxicity risks. In this paper, we used a dataset that consists of 553 drugs that biotransformed in the liver. In this data, there are four toxic effects, namely, mutagenic, tumorigenic, irritant and reproductive effects. Each drug is represented by 31 chemical descriptors. This paper proposes two models for predicting drug toxicity risks. The proposed models consist of three phases. In the first phase, the most discriminative features are selected using rough set-based methods to reduce the classification time and improve the classification performance. In the second phase, three different sampling algorithms, namely, Random Under-Sampling, Random Over-Sampling, and Synthetic Minority Oversampling Technique (SMOTE) are used to obtain balanced data. In the third phase, the first proposed model employs the Neutrosophic Rule-based Classification System (NRCS), and the second model uses Genetic NRCS (GNRCS) to classify an unknown drug into toxic or non-toxic. The experimental results proved that the proposed models obtained high sensitivity (89–93%), specificity (91–97%), and GM (90–94%) for all toxic effects. Overall, the results of the proposed models indicate that it could be utilized for the prediction of drug toxicity in the early stages of drug development.","Toxic effects,Drugs design,Neutrosophic theory,Rule-based classification,Prediction model","Sameh H.Bashaa,AlaaTharwat1bd,AreegAbdallaa,Aboul EllaHassaniencd","Expert Systems with Applications","https://doi.org/10.1016/j.eswa.2018.12.014","https://www.sciencedirect.com/science/article/pii/S0957417418307760"
"A51","Transformation from IT-based knowledge management into BIM-supported knowledge management: A literature review","Construction is a knowledge-intensive industry, in which organizations are known for the delivery of products and services, relying on different types of knowledge. To manage knowledge effectively, various information technology (IT) models and systems have been developed for knowledge management (KM) in the construction industry over the years. As the next generation of IT application in construction, building information modeling (BIM) is increasingly used today to aid KM. Compared to generic IT tools, BIM has some distinctive features, such as parametric modeling, virtual visualization and centralized platform. However, how to apply these features of BIM to better serve KM has not yet been well summarized and analyzed. In this research, 115 papers on IT-based KM and 73 papers on BIM-supported KM are reviewed, based on which an integrated framework is developed to describe the current status and future directions for KM in IT-generic and BIM-specific contexts. It is followed by a conceptual model of BIM-supported KM which shows the possible KM factors and their relationships in the BIM environment. This research highlights the transformation from IT-based KM into BIM-supported KM. It contributes to the identification of remaining challenges to BIM-supported KM and the elaboration of BIM-supported KM in construction research and practice.","Construction industry,Building information modeling,Knowledge management","HaoWang,XianhaiMeng","Expert Systems with Applications","https://doi.org/10.1016/j.eswa.2018.12.017","https://www.sciencedirect.com/science/article/pii/S0957417418307796"
